Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A4X1UMT7	unreviewed	A0A4X1UMT7_PIG	C-C motif chemokine		Sus scrofa (Pig)	94
A0A4X1V768	unreviewed	A0A4X1V768_PIG	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Sus scrofa (Pig)	109
A0A5F4VXZ9	unreviewed	A0A5F4VXZ9_CALJA	C-X-C motif chemokine	CXCL2	Callithrix jacchus (White-tufted-ear marmoset)	109
A0A5F4W184	unreviewed	A0A5F4W184_CALJA	C-X-C motif chemokine	LOC100400489 CXCL2	Callithrix jacchus (White-tufted-ear marmoset)	107
A0A5F4W1H3	unreviewed	A0A5F4W1H3_CALJA	C-C motif chemokine	CCL2	Callithrix jacchus (White-tufted-ear marmoset)	96
A0A5F4WJQ3	unreviewed	A0A5F4WJQ3_CALJA	C-C motif chemokine	CCL7	Callithrix jacchus (White-tufted-ear marmoset)	108
A0A5F5PZB4	unreviewed	A0A5F5PZB4_HORSE	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)		Equus caballus (Horse)	111
A0A5F5Q0J6	unreviewed	A0A5F5Q0J6_HORSE	C-C motif chemokine 22 (Small-inducible cytokine A22)	CCL22	Equus caballus (Horse)	104
A0A5F8G3R6	unreviewed	A0A5F8G3R6_MONDO	Chemokine interleukin-8-like domain-containing protein		Monodelphis domestica (Gray short-tailed opossum)	97
A0A5F8G6A0	unreviewed	A0A5F8G6A0_MONDO	C-C motif chemokine	CCL19	Monodelphis domestica (Gray short-tailed opossum)	93
A0A5F8G849	unreviewed	A0A5F8G849_MONDO	C-C motif chemokine 22 (Small-inducible cytokine A22)		Monodelphis domestica (Gray short-tailed opossum)	80
A0A5F8GQ29	unreviewed	A0A5F8GQ29_MONDO	C-C motif chemokine	LOC100017328	Monodelphis domestica (Gray short-tailed opossum)	91
A0A5F8GRB3	unreviewed	A0A5F8GRB3_MONDO	C-C motif chemokine	LOC100017328	Monodelphis domestica (Gray short-tailed opossum)	91
A0A5F8GSS6	unreviewed	A0A5F8GSS6_MONDO	Interleukin-8 (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8)	CXCL13	Monodelphis domestica (Gray short-tailed opossum)	111
A0A5F8HEY2	unreviewed	A0A5F8HEY2_MONDO	C-X-C motif chemokine ligand 11	CXCL11	Monodelphis domestica (Gray short-tailed opossum)	87
A0A5F8HF86	unreviewed	A0A5F8HF86_MONDO	C-C motif chemokine	LOC100017328	Monodelphis domestica (Gray short-tailed opossum)	91
A0A5F8HKT8	unreviewed	A0A5F8HKT8_MONDO	C-C motif chemokine	LOC100017328	Monodelphis domestica (Gray short-tailed opossum)	91
A0A5F8HM16	unreviewed	A0A5F8HM16_MONDO	C-C motif chemokine	LOC100017328	Monodelphis domestica (Gray short-tailed opossum)	91
A0A5F9D5U6	unreviewed	A0A5F9D5U6_RABIT	C-X-C motif chemokine	LOC100008921	Oryctolagus cuniculus (Rabbit)	105
A0A5F9DI79	unreviewed	A0A5F9DI79_RABIT	G protein-coupled receptor 15 ligand	GPR15LG	Oryctolagus cuniculus (Rabbit)	75
A0A5F9DK47	unreviewed	A0A5F9DK47_RABIT	C-C motif chemokine		Oryctolagus cuniculus (Rabbit)	119
A0A5F9DU99	unreviewed	A0A5F9DU99_RABIT	C-X-C motif chemokine ligand 11	CXCL11	Oryctolagus cuniculus (Rabbit)	110
A0A5G2QBL8	unreviewed	A0A5G2QBL8_PIG	C-X-C motif chemokine	CXCL8	Sus scrofa (Pig)	95
A0A5G2QDT3	unreviewed	A0A5G2QDT3_PIG	C-C motif chemokine	CCL17	Sus scrofa (Pig)	96
A0A5G2R804	unreviewed	A0A5G2R804_PIG	C-C motif chemokine	CCL17	Sus scrofa (Pig)	99
A0A663D645	unreviewed	A0A663D645_PONAB	C-X-C motif chemokine	CR201_G0024832	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	101
A0A663DAT3	unreviewed	A0A663DAT3_PONAB	C-X-C motif chemokine	CXCL2 CR201_G0024847	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	107
A0A663DIR7	unreviewed	A0A663DIR7_PONAB	C-C motif chemokine	CCL1 CR201_G0033752	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	96
A0A669B0H6	unreviewed	A0A669B0H6_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100698610	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	91
A0A669BH39	unreviewed	A0A669BH39_ORENI	C-C motif chemokine	LOC100700696	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	100
A0A669BUK1	unreviewed	A0A669BUK1_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC102082882	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	86
A0A669BVI5	unreviewed	A0A669BVI5_ORENI	C-C motif chemokine	LOC100700696	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	99
A0A669C238	unreviewed	A0A669C238_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	103
A0A669CCG0	unreviewed	A0A669CCG0_ORENI	C-C motif chemokine	LOC100704474	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	91
A0A669CCR0	unreviewed	A0A669CCR0_ORENI	Interleukin-8	LOC109202588	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	94
A0A669CCY7	unreviewed	A0A669CCY7_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC109194344	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	86
A0A669CEE0	unreviewed	A0A669CEE0_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100698610	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	92
A0A669CGM0	unreviewed	A0A669CGM0_ORENI	C-C motif chemokine		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	100
A0A669CRW9	unreviewed	A0A669CRW9_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100704742	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	89
A0A669D8L6	unreviewed	A0A669D8L6_ORENI	C-C motif chemokine	LOC100704474	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	86
A0A669DA90	unreviewed	A0A669DA90_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC109194295	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	114
A0A669DEK6	unreviewed	A0A669DEK6_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100698610	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	106
A0A669DKE6	unreviewed	A0A669DKE6_ORENI	Interleukin-8	LOC109202588	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	93
A0A669DSS7	unreviewed	A0A669DSS7_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	99
A0A669DT10	unreviewed	A0A669DT10_ORENI	C-C motif chemokine	LOC109194396	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	106
A0A669DWG7	unreviewed	A0A669DWG7_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100698610	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	91
A0A669E009	unreviewed	A0A669E009_ORENI	C-C motif chemokine	LOC100700696	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	99
A0A669E6F2	unreviewed	A0A669E6F2_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	107
A0A669E908	unreviewed	A0A669E908_ORENI	Chemokine (C-X-C motif) ligand 19	LOC106098416	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	102
A0A669E9G9	unreviewed	A0A669E9G9_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	103
A0A669EGI0	unreviewed	A0A669EGI0_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC109194344	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	108
A0A669EHP6	unreviewed	A0A669EHP6_ORENI	C-C motif chemokine		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	88
A0A669EUF5	unreviewed	A0A669EUF5_ORENI	C-C motif chemokine	LOC100700696	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	103
A0A669EVS8	unreviewed	A0A669EVS8_ORENI	Interleukin-8	LOC109202588	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	94
A0A669EZ21	unreviewed	A0A669EZ21_ORENI	Chemokine (C-X-C motif) ligand 19	LOC106098416	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	101
A0A669F5F6	unreviewed	A0A669F5F6_ORENI	C-C motif chemokine	LOC100700696	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	100
A0A669F5T0	unreviewed	A0A669F5T0_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC102083221	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	112
A0A669FAN8	unreviewed	A0A669FAN8_ORENI	Interleukin-8	LOC109202588	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	91

A0A674H725	unreviewed	A0A674H725_TAEGU	Chemokine interleukin-8-like domain-containing protein	LOC101233529	Taeniopygia guttata (Zebra finch) (Poephila guttata)	96
A0A674HPH2	unreviewed	A0A674HPH2_TAEGU	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Taeniopygia guttata (Zebra finch) (Poephila guttata)	91
A0A674HRK9	unreviewed	A0A674HRK9_TAEGU	C-C motif chemokine		Taeniopygia guttata (Zebra finch) (Poephila guttata)	102
A0A674HSH6	unreviewed	A0A674HSH6_TAEGU	Chemokine interleukin-8-like domain-containing protein	LOC105759181	Taeniopygia guttata (Zebra finch) (Poephila guttata)	102
A0A6D2VUL4	unreviewed	A0A6D2VUL4_PONAB	C-X-C motif chemokine	CXCL11 CR201_G0024883	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	94
A0A6D2W2X3	unreviewed	A0A6D2W2X3_PONAB	C-C motif chemokine	CCL19 CR201_G0038963	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	98
A0A6D2W3M7	unreviewed	A0A6D2W3M7_PANTR	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	CK820_G0048335	Pan troglodytes (Chimpanzee)	93
A0A6D2W5A1	unreviewed	A0A6D2W5A1_PANTR	C-C motif chemokine	CK820_G0016597	Pan troglodytes (Chimpanzee)	93
A0A6D2W9S4	unreviewed	A0A6D2W9S4_PONAB	C-C motif chemokine	CCL15 CR201_G0051835	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	113
A0A6D2WB48	unreviewed	A0A6D2WB48_PANTR	C-C motif chemokine	CK820_G0028675	Pan troglodytes (Chimpanzee)	98
A0A6D2WGT6	unreviewed	A0A6D2WGT6_PANTR	C-X-C motif chemokine	CK820_G0003476	Pan troglodytes (Chimpanzee)	114
A0A6D2WIS0	unreviewed	A0A6D2WIS0_PANTR	C-C motif chemokine	CK820_G0028751	Pan troglodytes (Chimpanzee)	120
A0A6D2WRJ0	unreviewed	A0A6D2WRJ0_PANTR	C-X-C motif chemokine	CK820_G0003486	Pan troglodytes (Chimpanzee)	107
A0A6D2WS36	unreviewed	A0A6D2WS36_PONAB	C-C motif chemokine	CCL3 CR201_G0051828	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	92
A0A6D2WSN0	unreviewed	A0A6D2WSN0_PANTR	C-C motif chemokine	CK820_G0028755	Pan troglodytes (Chimpanzee)	113
A0A6D2WU21	unreviewed	A0A6D2WU21_PANTR	C-X-C motif chemokine	CK820_G0003489	Pan troglodytes (Chimpanzee)	107
A0A6D2WX07	unreviewed	A0A6D2WX07_PANTR	C-C motif chemokine	CK820_G0028676	Pan troglodytes (Chimpanzee)	96
A0A6D2WXY5	unreviewed	A0A6D2WXY5_PANTR	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	CK820_G0048335	Pan troglodytes (Chimpanzee)	119
A0A6D2X113	unreviewed	A0A6D2X113_PANTR	C-C motif chemokine	CK820_G0010930	Pan troglodytes (Chimpanzee)	96
A0A6D2X4X5	unreviewed	A0A6D2X4X5_PANTR	C-C motif chemokine	CK820_G0028813	Pan troglodytes (Chimpanzee)	92
A0A6D2X783	unreviewed	A0A6D2X783_PONAB	C-C motif chemokine	CR201_G0014627	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	94
A0A6D2XEA6	unreviewed	A0A6D2XEA6_PANTR	C-X-C motif chemokine	CK820_G0003479	Pan troglodytes (Chimpanzee)	107
A0A6D2XMZ7	unreviewed	A0A6D2XMZ7_PANTR	C10orf99 isoform 1	CK820_G0038538	Pan troglodytes (Chimpanzee)	81
A0A6D2XN06	unreviewed	A0A6D2XN06_PONAB	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	CXCL12 CR201_G0044927	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	93
A0A6D2XQV2	unreviewed	A0A6D2XQV2_PANTR	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CK820_G0026685	Pan troglodytes (Chimpanzee)	111
A0A6D2XW97	unreviewed	A0A6D2XW97_PANTR	C-X-C motif chemokine	CK820_G0003478	Pan troglodytes (Chimpanzee)	104
A0A6D2XZ64	unreviewed	A0A6D2XZ64_PANTR	C-C motif chemokine	CK820_G0052202	Pan troglodytes (Chimpanzee)	94
A0A6D2XZD1	unreviewed	A0A6D2XZD1_PANTR	C-C motif chemokine	CK820_G0028759	Pan troglodytes (Chimpanzee)	89
A0A6D2XZU0	unreviewed	A0A6D2XZU0_PANTR	C-X-C motif chemokine	CK820_G0003484	Pan troglodytes (Chimpanzee)	114
A0A6D2Y582	unreviewed	A0A6D2Y582_PANTR	C-C motif chemokine	CK820_G0016595	Pan troglodytes (Chimpanzee)	94
A0A6D2Y5K9	unreviewed	A0A6D2Y5K9_PANTR	C-X-C motif chemokine	CK820_G0003526	Pan troglodytes (Chimpanzee)	94
A0A6D2Y629	unreviewed	A0A6D2Y629_PANTR	C-C motif chemokine	CK820_G0028762	Pan troglodytes (Chimpanzee)	92
A0A6D2Y7D5	unreviewed	A0A6D2Y7D5_PANTR	C-C motif chemokine	CK820_G0028670	Pan troglodytes (Chimpanzee)	99
A0A6I8MZD4	unreviewed	A0A6I8MZD4_ORNAN	C-X-C motif chemokine	LOC100080367	Ornithorhynchus anatinus (Duckbill platypus)	117
A0A6I8NGE9	unreviewed	A0A6I8NGE9_ORNAN	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Ornithorhynchus anatinus (Duckbill platypus)	92
A0A6I8NJG0	unreviewed	A0A6I8NJG0_ORNAN	C-X-C motif chemokine		Ornithorhynchus anatinus (Duckbill platypus)	103
A0A6I8PA82	unreviewed	A0A6I8PA82_ORNAN	Chemokine interleukin-8-like domain-containing protein		Ornithorhynchus anatinus (Duckbill platypus)	100
A0A6I8PIU7	unreviewed	A0A6I8PIU7_HUMAN	C-X-C motif chemokine ligand 16	CXCL16	Homo sapiens (Human)	115
A0A6I8RUV1	unreviewed	A0A6I8RUV1_XENTR	C-C motif chemokine		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	85
A0A6I8SFK3	unreviewed	A0A6I8SFK3_XENTR	C-C motif chemokine	LOC101733520	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	120
A0A6I8SI97	unreviewed	A0A6I8SI97_XENTR	C-C motif chemokine	ccl5	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	117

A0A6P3E5W6	unreviewed	A0A6P3E5W6_SHEEP	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	JEQ12_016809	Ovis aries (Sheep)	99
A0A6P3E7M8	unreviewed	A0A6P3E7M8_SHEEP	Chemokine interleukin-8-like domain-containing protein	JEQ12_003340	Ovis aries (Sheep)	94
A0A6P3ECV3	unreviewed	A0A6P3ECV3_SHEEP	Chemokine interleukin-8-like domain-containing protein	JEQ12_003339	Ovis aries (Sheep)	100
A0A6P3EE32	unreviewed	A0A6P3EE32_SHEEP	Chemokine interleukin-8-like domain-containing protein	JEQ12_003647	Ovis aries (Sheep)	109

A0A6P7E720	unreviewed	A0A6P7E720_SHEEP	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	JEQ12_017506	Ovis aries (Sheep)	118
A0A6P7ELK0	unreviewed	A0A6P7ELK0_SHEEP	C-C motif chemokine	JEQ12_003343	Ovis aries (Sheep)	89
A0A6P7EPM9	unreviewed	A0A6P7EPM9_SHEEP	C-C motif chemokine	JEQ12_005010	Ovis aries (Sheep)	102
A0A6P9FNA1	unreviewed	A0A6P9FNA1_SHEEP	Chemokine interleukin-8-like domain-containing protein	JEQ12_003646	Ovis aries (Sheep)	112
A0A7D9NM09	unreviewed	A0A7D9NM09_XENTR	C-X-C motif chemokine 11-1	cxcl9 XENTR_v90029263mg	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	96
A0A7N5J9J1	unreviewed	A0A7N5J9J1_AILME	C-X-C motif chemokine	CXCL6	Ailuropoda melanoleuca (Giant panda)	113
A0A7N5JCF2	unreviewed	A0A7N5JCF2_AILME	Chemokine interleukin-8-like domain-containing protein	CCL24	Ailuropoda melanoleuca (Giant panda)	119
A0A7N5JJT7	unreviewed	A0A7N5JJT7_AILME	C-C motif chemokine	CCL7	Ailuropoda melanoleuca (Giant panda)	99
A0A7N5JJY7	unreviewed	A0A7N5JJY7_AILME	C-C motif chemokine	CCL17	Ailuropoda melanoleuca (Giant panda)	99
A0A7N5JMS2	unreviewed	A0A7N5JMS2_AILME	C-C motif chemokine	CCL22	Ailuropoda melanoleuca (Giant panda)	118
A0A7N5JV37	unreviewed	A0A7N5JV37_AILME	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Ailuropoda melanoleuca (Giant panda)	110
A0A7N5JYG9	unreviewed	A0A7N5JYG9_AILME	C-X-C motif chemokine	LOC100463732	Ailuropoda melanoleuca (Giant panda)	107
A0A7N5K1W6	unreviewed	A0A7N5K1W6_AILME	C-C motif chemokine	CCL13	Ailuropoda melanoleuca (Giant panda)	98
A0A7N5K2E6	unreviewed	A0A7N5K2E6_AILME	Regakine-1-like	LOC100464006	Ailuropoda melanoleuca (Giant panda)	93
A0A7N5K8I6	unreviewed	A0A7N5K8I6_AILME	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Ailuropoda melanoleuca (Giant panda)	93
A0A7N5KAC4	unreviewed	A0A7N5KAC4_AILME	C-C motif chemokine	LOC100468796	Ailuropoda melanoleuca (Giant panda)	92
A0A7N5KP95	unreviewed	A0A7N5KP95_AILME	C-X-C motif chemokine	CXCL11	Ailuropoda melanoleuca (Giant panda)	94
A0A7N5KT34	unreviewed	A0A7N5KT34_AILME	C-X-C motif chemokine	LOC100463732	Ailuropoda melanoleuca (Giant panda)	103
A0A7N5P4P7	unreviewed	A0A7N5P4P7_AILME	G protein-coupled receptor 15 ligand	GPR15LG	Ailuropoda melanoleuca (Giant panda)	81
A0A7N5P516	unreviewed	A0A7N5P516_AILME	C-C motif chemokine	CCL20	Ailuropoda melanoleuca (Giant panda)	95
A0A7N5P6Z7	unreviewed	A0A7N5P6Z7_AILME	C-X-C motif chemokine	CXCL8	Ailuropoda melanoleuca (Giant panda)	95
A0A7N5P8G2	unreviewed	A0A7N5P8G2_AILME	C-C motif chemokine 14-like	LOC100468009	Ailuropoda melanoleuca (Giant panda)	118
A0A7T6ZK99	unreviewed	A0A7T6ZK99_LOXAF	C-X-C motif chemokine	CXCL10	Loxodonta africana (African elephant)	104
A0A803J3G3	unreviewed	A0A803J3G3_XENTR	Chemokine interleukin-8-like domain-containing protein		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	95
A0A803JI72	unreviewed	A0A803JI72_XENTR	C-C motif chemokine	ccl5	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	94
A0A803JT64	unreviewed	A0A803JT64_XENTR	C-X-C motif chemokine	cxcl2	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	99
A0A803K035	unreviewed	A0A803K035_XENTR	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	cxcl12	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	110
A0A803T9I6	unreviewed	A0A803T9I6_ANOCA	Chemokine interleukin-8-like domain-containing protein	LOC100553449	Anolis carolinensis (Green anole) (American chameleon)	105
A0A803TBM9	unreviewed	A0A803TBM9_ANOCA	Chemokine interleukin-8-like domain-containing protein	LOC103279059	Anolis carolinensis (Green anole) (American chameleon)	97
A0A803Y3R1	unreviewed	A0A803Y3R1_MELGA	C-C motif chemokine	LOC104913852	Meleagris gallopavo (Wild turkey)	97
A0A803Y7Z5	unreviewed	A0A803Y7Z5_MELGA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Meleagris gallopavo (Wild turkey)	92
A0A803Y8I0	unreviewed	A0A803Y8I0_MELGA	Chemokine interleukin-8-like domain-containing protein	LOC104910575	Meleagris gallopavo (Wild turkey)	106
A0A803YB02	unreviewed	A0A803YB02_MELGA	C-C motif chemokine		Meleagris gallopavo (Wild turkey)	101
A0A835ZSI2	unreviewed	A0A835ZSI2_SHEEP	C-C motif chemokine	JEQ12_005011	Ovis aries (Sheep)	95
A0A835ZWU2	unreviewed	A0A835ZWU2_SHEEP	C-C motif chemokine	JEQ12_003345	Ovis aries (Sheep)	112
A0A835ZZU5	unreviewed	A0A835ZZU5_SHEEP	C-C motif chemokine	JEQ12_003344	Ovis aries (Sheep)	93
A0A836A206	unreviewed	A0A836A206_SHEEP	C-X-C motif chemokine	JEQ12_017508	Ovis aries (Sheep)	88
A0A836A767	unreviewed	A0A836A767_SHEEP	C-X-C motif chemokine	JEQ12_017525	Ovis aries (Sheep)	94
A0A836A9E0	unreviewed	A0A836A9E0_SHEEP	C-C motif chemokine	JEQ12_003349	Ovis aries (Sheep)	93
A0A836ADK3	unreviewed	A0A836ADK3_SHEEP	C-X-C motif chemokine	JEQ12_017509	Ovis aries (Sheep)	88
A0A836CQ50	unreviewed	A0A836CQ50_SHEEP	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	JEQ12_013078	Ovis aries (Sheep)	119
A0A836CYF6	unreviewed	A0A836CYF6_SHEEP	C-C motif chemokine	JEQ12_003342	Ovis aries (Sheep)	105
A0A836CYX0	unreviewed	A0A836CYX0_SHEEP	C-C motif chemokine	JEQ12_005007	Ovis aries (Sheep)	73
A0A836CZQ2	unreviewed	A0A836CZQ2_SHEEP	C-C motif chemokine	JEQ12_003338	Ovis aries (Sheep)	79
A0A836D4N9	unreviewed	A0A836D4N9_SHEEP	C-X-C motif chemokine	JEQ12_017504	Ovis aries (Sheep)	97

A0A8B7EYJ6	unreviewed	A0A8B7EYJ6_MICMU	C-X-C motif chemokine	CXCL11	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	106
A0A8B7EZ80	unreviewed	A0A8B7EZ80_MICMU	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	LOC105860501	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	108
A0A8B7FF65	unreviewed	A0A8B7FF65_MICMU	C-C motif chemokine	CCL17	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	102
A0A8B7FFZ5	unreviewed	A0A8B7FFZ5_MICMU	C-C motif chemokine	CCL22	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	93
A0A8B7GSB6	unreviewed	A0A8B7GSB6_MICMU	C-C motif chemokine ligand 27	CCL27	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	119
A0A8B7HMY4	unreviewed	A0A8B7HMY4_MICMU	C-C motif chemokine	LOC105881712	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	92
A0A8B7HNG4	unreviewed	A0A8B7HNG4_MICMU	C-C motif chemokine	CCL14	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	95
A0A8B7HP47	unreviewed	A0A8B7HP47_MICMU	C-C motif chemokine ligand 16	CCL16	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	119
A0A8C0M8G7	unreviewed	A0A8C0M8G7_CANLF	C-C motif chemokine	CCL22	Canis lupus familiaris (Dog) (Canis familiaris)	93
A0A8C0MGW8	unreviewed	A0A8C0MGW8_CANLF	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Canis lupus familiaris (Dog) (Canis familiaris)	99
A0A8C0N7F1	unreviewed	A0A8C0N7F1_CANLF	Chemokine interleukin-8-like domain-containing protein		Canis lupus familiaris (Dog) (Canis familiaris)	92
A0A8C0NNJ5	unreviewed	A0A8C0NNJ5_CANLF	C-C motif chemokine	CCL7	Canis lupus familiaris (Dog) (Canis familiaris)	99
A0A8C0NWR9	unreviewed	A0A8C0NWR9_CANLF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Canis lupus familiaris (Dog) (Canis familiaris)	93
A0A8C0NXF9	unreviewed	A0A8C0NXF9_CANLF	C-X-C motif chemokine		Canis lupus familiaris (Dog) (Canis familiaris)	115
A0A8C0NXT2	unreviewed	A0A8C0NXT2_CANLF	C-C motif chemokine	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	93
A0A8C0NY00	unreviewed	A0A8C0NY00_CANLF	C-X-C motif chemokine		Canis lupus familiaris (Dog) (Canis familiaris)	111
A0A8C0NYM9	unreviewed	A0A8C0NYM9_CANLF	C-X-C motif chemokine		Canis lupus familiaris (Dog) (Canis familiaris)	113
A0A8C0NYU3	unreviewed	A0A8C0NYU3_CANLF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Canis lupus familiaris (Dog) (Canis familiaris)	89
A0A8C0P1V6	unreviewed	A0A8C0P1V6_CANLF	C-X-C motif chemokine		Canis lupus familiaris (Dog) (Canis familiaris)	115
A0A8C0PBJ7	unreviewed	A0A8C0PBJ7_CANLF	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	CCL20	Canis lupus familiaris (Dog) (Canis familiaris)	97
A0A8C0PE59	unreviewed	A0A8C0PE59_CANLF	C-C motif chemokine	CCL3	Canis lupus familiaris (Dog) (Canis familiaris)	93
A0A8C0PT44	unreviewed	A0A8C0PT44_CANLF	Chemokine interleukin-8-like domain-containing protein		Canis lupus familiaris (Dog) (Canis familiaris)	112
A0A8C0Q2W2	unreviewed	A0A8C0Q2W2_CANLF	C-C motif chemokine		Canis lupus familiaris (Dog) (Canis familiaris)	94
A0A8C0Q5X2	unreviewed	A0A8C0Q5X2_CANLF	C-C motif chemokine	CCL5	Canis lupus familiaris (Dog) (Canis familiaris)	91
A0A8C0Q7D1	unreviewed	A0A8C0Q7D1_CANLF	C-C motif chemokine		Canis lupus familiaris (Dog) (Canis familiaris)	117
A0A8C0Q8I9	unreviewed	A0A8C0Q8I9_CANLF	C-C motif chemokine	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	93
A0A8C0RNZ5	unreviewed	A0A8C0RNZ5_CANLF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Canis lupus familiaris (Dog) (Canis familiaris)	83
